Time,A_Feed_S1,D_Feed_S2,E_Feed_S3,Total_Feed_S4,Recycle_Flow_S8,Reactor_Feed_Rate_S6,Reactor_Pressure,Reactor_Level,Reactor_Temperature,Purge_Rate_S9,Product_Sep_Temp,Product_Sep_Level,Prod_Sep_Pressure,Prod_Sep_Underflow_S10,Stripper_Level,Stripper_Pressure,Stripper_Underflow_S11,Stripper_Temp,Stripper_Steam_Flow,Compressor_Work,Reactor_Cooling_Water_Outlet_Temp,Separator_Cooling_Water_Outlet_Temp,Composition_A_S6,Composition_B_S6,Composition_C_S6,Composition_D_S6,Composition_E_S6,Composition_F_S6,Composition_A_S9,Composition_B_S9,Composition_C_S9,Composition_D_S9,Composition_E_S9,Composition_F_S9,Composition_G_S9,Composition_H_S9,Composition_D_S11,Composition_E_S11,Composition_F_S11,Composition_G_S11,Composition_H_S11,D_Feed_Flow_Stream_2,E_Feed_Flow_Stream_3,A_Feed_Flow_Stream_1,Total_Feed_Flow_Stream_4,Compressor_Recycle_Valve,Purge_Valve_Stream_9,Separator_Pot_Liquid_Flow_Stream_10,Stripper_Liquid_Product_Flow_Stream_11,Stripper_Steam_Valve,Reactor_Cooling_Water_Flow,Condensor_Cooling_Water_Flow
246,0.24422,3635.7,4484.6,9.3409,26.779,42.364,2721.9,74.262,120.39,0.32042,79.684,50.775,2651.6,25.244,48.43,3113.4,24.111,66.015,243.68,345.35,94.614,76.854,32.144,8.807,26.687,6.6437,18.471,1.6441,33.955,13.867,23.83,1.0207,18.377,2.2985,4.7139,2.2581,0.0083879,0.82218,0.10964,53.669,43.803,62.458,54.624,23.663,62.568,23.441,37.561,40.38,42.901,50.611,40.986,15.393
247,0.25369,3702.2,4505.6,9.3212,26.814,42.372,2722.2,75.174,120.43,0.33957,79.628,49.972,2651.3,25.399,49.585,3116.4,22.765,65.948,242.85,344.94,94.48,77.206,32.507,8.9134,26.584,6.9162,18.01,1.6877,33.724,13.751,24.635,1.315,17.924,2.2735,4.8042,2.2764,0.0083879,0.82218,0.10964,53.669,43.803,64.172,54.644,25.112,61.598,23.02,40.394,38.017,45.575,50.725,42.045,18.571
248,0.25484,3740.2,4561.4,9.3882,26.742,42.603,2722.1,74.603,120.43,0.34386,79.712,51.151,2652.3,25.279,49.128,3116.2,22.225,65.968,244.6,345.22,94.324,77.72,32.507,8.9134,26.584,6.9162,18.01,1.6877,33.724,13.751,24.635,1.315,17.924,2.2735,4.8042,2.2764,0.0083879,0.82218,0.10964,53.669,43.803,63.518,53.977,24.998,62.05,23.237,39.871,41.487,44.517,50.609,41.351,19.815
249,0.21941,3619.8,4558.6,9.3911,26.931,42.603,2721.1,75.169,120.4,0.32982,79.7,49.995,2650.9,23.102,51.456,3115.1,22.345,65.974,244.32,345.06,94.444,77.161,32.25,8.9893,26.409,6.7287,18.397,1.5917,33.696,13.958,24.225,1.1382,17.816,2.2474,4.7557,2.3499,0.0083879,0.82218,0.10964,53.669,43.803,63.295,55.233,21.284,61.575,23.371,38.473,38.086,49.904,50.671,41.312,19.564
250,0.21782,3631.9,4592.3,9.4572,26.934,42.024,2720.5,75.853,120.4,0.32931,79.523,50,2649.6,25.835,48.789,3114,21.982,65.955,244.05,344.88,94.555,77.076,32.25,8.9893,26.409,6.7287,18.397,1.5917,33.696,13.958,24.225,1.1382,17.816,2.2474,4.7557,2.3499,0.0083879,0.82218,0.10964,53.669,43.803,63.087,54.829,21.44,60.905,23.273,38.535,38.099,43.732,50.732,41.416,20.449
251,0.24123,3678.2,4547.1,9.3232,26.905,42.397,2721.4,75.497,120.4,0.34983,79.605,49.149,2651.5,25.739,52.46,3114.7,23.191,65.899,244.02,344.64,94.52,77.193,32.451,8.9313,26.906,6.7711,18.708,1.6646,33.526,13.8,24.406,1.4079,18.054,2.2469,4.7536,2.3156,0.017366,0.79884,0.102,54.121,44.427,63.993,54.518,23.634,61.827,23.335,41.601,35.594,52.228,50.421,41.71,17.581
252,0.24154,3680.8,4550,9.3665,26.827,43.03,2719,74.814,120.41,0.35371,79.522,50.825,2648.8,23.134,50.483,3114.7,22.077,65.898,244.06,344.47,94.353,77.182,32.451,8.9313,26.906,6.7711,18.708,1.6646,33.526,13.8,24.406,1.4079,18.054,2.2469,4.7536,2.3156,0.017366,0.79884,0.102,54.121,44.427,63.946,54.482,23.604,62.194,22.702,41.127,40.529,47.652,50.304,41.426,20.232
253,0.22134,3655.8,4520.3,9.3481,27.194,42.587,2719,74.588,120.41,0.33264,79.554,50.008,2648.2,25.64,50.417,3113.1,23.857,65.894,243.96,344.68,94.455,77.263,32.595,8.9145,26.53,6.741,18.277,1.6425,33.341,13.88,24.222,1.1371,18.235,2.2507,4.7625,2.345,0.017366,0.79884,0.102,54.121,44.427,64.129,54.113,21.445,59.811,23.188,39.57,38.124,47.499,50.2,40.999,16.007
254,0.21515,3677.1,4528.4,9.3537,26.787,42.335,2720.3,75.498,120.4,0.33483,79.849,50.919,2650.4,26.818,51.267,3114.1,23.727,65.905,241.58,344.15,94.326,77.439,32.595,8.9145,26.53,6.741,18.277,1.6425,33.341,13.88,24.222,1.1371,18.235,2.2507,4.7625,2.345,0.017366,0.79884,0.102,54.121,44.427,63.762,54.016,22.053,60.514,23.409,39.302,40.806,49.465,50.296,42.016,16.286
255,0.20362,3680.1,4518.5,9.4115,26.969,42.283,2720.6,74.891,120.41,0.34242,80.074,49.489,2650.4,25.691,52.341,3115.1,22.353,66.004,242.07,344.28,94.457,77.484,32.436,8.9111,26.742,7.0416,18.423,1.6601,33.392,13.819,24.481,1.0956,18.202,2.2344,4.6697,2.2816,0.017366,0.79884,0.102,54.121,44.427,64.095,55.239,19.766,59.366,23.276,40.541,36.596,51.951,50.131,41.56,19.512
256,0.20322,3704.7,4572.2,9.2916,26.977,42.368,2717.9,75.074,120.36,0.34256,79.994,49.477,2648,26.38,49.033,3112.6,22.72,66.048,240.44,343.84,94.322,77.245,32.436,8.9111,26.742,7.0416,18.423,1.6601,33.392,13.819,24.481,1.0956,18.202,2.2344,4.6697,2.2816,0.020448,0.79768,0.098151,52.38,43.571,63.671,54.597,19.805,59.046,23.183,40.524,36.561,44.295,49.51,40.297,18.65
257,0.21374,3634.6,4593.1,9.3137,27.055,42.25,2714,74.971,120.37,0.34023,79.699,47.961,2642.1,24.965,48.208,3109.3,22.866,66.014,238.13,343.18,94.627,76.771,32.578,8.8247,26.816,6.76,18.293,1.6458,33.186,13.836,24.413,1.1812,17.849,2.2393,4.7909,2.2585,0.020448,0.79768,0.098151,52.38,43.571,62.232,54.059,21.122,60.194,22.849,39.213,32.099,42.386,49.317,40.852,18.354
258,0.21239,3652.9,4566.8,9.2115,26.85,42.567,2712.8,75.081,120.37,0.33831,79.463,50.629,2641.6,26.665,48.184,3106.4,24.105,65.88,236.36,343.63,94.839,76.988,32.578,8.8247,26.816,6.76,18.293,1.6458,33.186,13.836,24.413,1.1812,17.849,2.2393,4.7909,2.2585,0.020448,0.79768,0.098151,52.38,43.571,61.916,54.373,21.254,61.977,22.972,39.447,39.95,42.332,49.085,40.7,15.428
259,0.19879,3694.8,4564.3,9.4019,26.822,42.108,2714,75.667,120.39,0.33498,79.689,50.012,2643.5,24.671,50.573,3108.6,24.199,65.806,237.65,343.16,94.62,77.306,32.388,8.8893,26.618,6.9537,18.593,1.6778,32.986,13.983,24.47,1.2106,18.282,2.201,4.8241,2.3152,0.020448,0.79768,0.098151,52.38,43.571,63.648,54.795,19.242,59.193,23.037,40.317,38.135,47.86,48.582,41.206,15.181
260,0.19949,3716,4552,9.2012,26.662,42.104,2714.2,75.362,120.38,0.33558,79.904,51.774,2643.1,24.332,48.936,3110,22.213,65.821,234.79,342.74,94.611,76.901,32.388,8.8893,26.618,6.9537,18.593,1.6778,32.986,13.983,24.47,1.2106,18.282,2.201,4.8241,2.3152,0.020448,0.79768,0.098151,52.38,43.571,63.284,54.941,19.172,61.826,22.529,40.244,43.32,44.072,48.447,40.555,19.911
261,0.21126,3591,4527.9,9.2378,26.71,42.292,2709.8,75.244,120.38,0.3575,79.577,50.765,2638,26.681,50.375,3105.9,22.494,65.776,233.93,342.14,94.691,76.568,32.261,8.9784,26.81,6.7735,18.893,1.6425,32.986,13.861,24.654,1.118,18.191,2.2295,4.8028,2.1731,0.012483,0.81644,0.096708,53.511,44.814,63.759,54.55,21.024,62.782,22.37,41.62,40.351,47.402,48.037,40.896,19.301
262,0.21319,3668.3,4576.6,9.2741,26.984,42.173,2709,75.314,120.36,0.35719,79.52,51.528,2637.1,25.803,49.386,3104.5,23.067,65.642,232.61,342.06,94.836,77.184,32.261,8.9784,26.81,6.7735,18.893,1.6425,32.986,13.861,24.654,1.118,18.191,2.2295,4.8028,2.1731,0.012483,0.81644,0.096708,53.511,44.814,62.428,53.966,20.834,61.52,22.464,41.658,42.596,45.113,47.734,40.612,17.919
263,0.22492,3663.3,4542.6,9.277,26.868,41.898,2711.4,76.233,120.42,0.34416,79.898,48.492,2640.6,25.599,50.521,3108.6,23.241,65.605,233.05,341.1,94.51,77.545,32.227,8.8387,26.797,6.9453,18.488,1.6485,32.848,13.85,24.355,1.3251,18.361,2.2646,4.7327,2.2821,0.012483,0.81644,0.096708,53.511,44.814,64.113,53.643,21.826,61.221,22.462,40.138,33.662,47.741,47.271,41.042,17.479
264,0.22375,3731.4,4511.9,9.24,27.177,42.589,2711.2,75.423,120.43,0.33813,80.058,50.341,2641.1,25.043,51.171,3107.9,23.518,65.626,230.22,341.17,94.635,77.493,32.227,8.8387,26.797,6.9453,18.488,1.6485,32.848,13.85,24.355,1.3251,18.361,2.2646,4.7327,2.2821,0.012483,0.81644,0.096708,53.511,44.814,62.941,54.01,21.94,61.643,22.511,40.872,39.103,49.243,47.094,41.736,16.81
265,0.22383,3634.6,4578.8,9.2562,27.178,42.476,2710.6,74.279,120.41,0.33762,80.118,50.299,2639.7,23.424,47.817,3108.1,22.643,65.675,228.67,340.83,94.596,77.401,32.286,8.7289,26.78,6.9234,19.124,1.6138,33.219,13.886,24.449,1.2992,18.316,2.2195,4.7964,2.2602,0.012483,0.81644,0.096708,53.511,44.814,63.12,54.217,22.458,62.067,22.309,40.689,38.98,41.482,46.805,40.036,18.874
266,0.22729,3666.9,4496.5,9.5065,26.709,41.885,2708.3,75.373,120.39,0.33331,79.894,51.913,2636.3,26.012,50.614,3106.2,22.852,65.665,227.38,340.21,94.679,76.852,32.286,8.7289,26.78,6.9234,19.124,1.6138,33.219,13.886,24.449,1.2992,18.316,2.2195,4.7964,2.2602,-0.0027519,0.82282,0.098123,53.406,44.088,62.564,55.203,22.118,60.27,21.882,41.215,43.73,47.955,46.923,40.883,18.432
267,0.21965,3656.2,4492.9,9.404,26.436,42.652,2708.3,75.173,120.39,0.34423,79.952,51.035,2636.6,25.426,50.555,3106.4,23.765,65.62,228.75,340.16,94.752,77.345,32.13,8.717,27.185,6.9948,18.717,1.6497,32.788,13.853,24.635,1.3129,18.743,2.2272,4.7522,2.3062,-0.0027519,0.82282,0.098123,53.406,44.088,62.892,53.679,21.603,61.832,21.762,40.899,41.146,47.818,46.564,40.513,16.233
268,0.22061,3630.3,4490.2,9.2859,26.697,42.252,2708.9,75.709,120.41,0.34538,80.17,50.643,2637.7,26.153,48.578,3106.7,23.856,65.634,228.63,339.97,94.73,77.278,32.13,8.717,27.185,6.9948,18.717,1.6497,32.788,13.853,24.635,1.3129,18.743,2.2272,4.7522,2.3062,-0.0027519,0.82282,0.098123,53.406,44.088,63.338,53.711,21.509,62.238,22.049,40.76,39.992,43.244,46.335,40.909,16
269,0.23444,3668.4,4544.2,9.4122,26.754,42.263,2707.6,75.176,120.39,0.33888,80.02,49.651,2635.9,24.936,50.267,3105.7,22.637,65.619,225.46,339.91,94.708,77.045,31.732,8.8165,26.879,6.8953,18.22,1.6675,32.708,13.769,24.197,1.3059,18.12,2.2586,4.7649,2.2552,-0.0027519,0.82282,0.098123,53.406,44.088,61.984,54.04,23.073,60.868,21.86,40.74,37.074,47.151,46.379,40.689,18.917
270,0.23581,3635.3,4526,9.3112,26.476,42.57,2706.5,75.035,120.36,0.34084,79.9,51.113,2634.6,23.4,50.573,3104.4,23.211,65.576,226.83,340.22,94.815,76.911,31.732,8.8165,26.879,6.8953,18.22,1.6675,32.708,13.769,24.197,1.3059,18.12,2.2586,4.7649,2.2552,-0.0027519,0.82282,0.098123,53.406,44.088,62.552,54.258,22.939,60.454,21.851,40.501,41.375,47.86,46.022,40.425,17.578
271,0.27309,3658.3,4556.3,9.2157,27.004,42.34,2707.5,76.101,120.4,0.33077,79.833,51.201,2635.6,24.627,51.999,3105.8,22.723,65.503,224.79,339.72,94.746,76.721,31.712,8.7774,26.385,6.877,18.312,1.6759,32.929,13.694,24.354,1.0799,18.409,2.2879,4.8492,2.2131,0.018535,0.83476,0.11076,53.987,43.749,62.971,55.166,27.365,60.914,22.047,39.476,41.636,51.159,46.109,40.948,18.766
272,0.27296,3664.2,4555.1,9.3264,27.265,42.46,2709.3,75.474,120.4,0.33088,79.858,50.069,2637.8,24.812,49.425,3107.3,23.497,65.414,225.65,339.77,94.689,77.359,31.712,8.7774,26.385,6.877,18.312,1.6759,32.929,13.694,24.354,1.0799,18.409,2.2879,4.8492,2.2131,0.018535,0.83476,0.11076,53.987,43.749,62.87,55.181,27.378,60.779,22.264,39.462,38.304,45.204,45.862,40.829,16.897
273,0.28089,3637.8,4590.4,9.4545,27.028,42.507,2711.5,75.11,120.42,0.32067,80.097,52.072,2640.4,25.429,48.808,3109.9,23.843,65.419,223.89,339.31,94.576,77.32,32,9.0281,26.319,6.7264,19.003,1.6689,32.529,13.771,24.342,1.1297,18.943,2.3057,4.8229,2.2445,0.018535,0.83476,0.11076,53.987,43.749,63.48,54.618,27.937,60.579,22.08,38.563,44.198,43.775,45.847,41.06,16.068
274,0.28332,3657.8,4582.3,9.1912,26.774,42.461,2712,75.19,120.45,0.31996,80.067,48.949,2640.3,24.815,51.184,3111.4,23.507,65.453,222.22,339.73,94.588,77.128,32,9.0281,26.319,6.7264,19.003,1.6689,32.529,13.771,24.342,1.1297,18.943,2.3057,4.8229,2.2445,0.018535,0.83476,0.11076,53.987,43.749,63.135,54.715,27.698,61.465,21.814,38.648,35.008,49.274,45.824,41.416,16.868
275,0.25778,3702.6,4506.3,9.3197,27.1,42.411,2709.6,74.841,120.39,0.32915,80.026,51.869,2638.2,24.959,50.892,3109.4,22.54,65.441,224.4,339.46,94.511,77.229,32.129,8.7401,26.299,6.9978,18.928,1.6546,32.742,13.996,24.216,1.178,18.822,2.2494,4.7484,2.1963,0.018535,0.83476,0.11076,53.987,43.749,63.761,53.95,25.413,62.571,21.915,39.461,43.599,48.598,45.456,40.445,19.16
276,0.25674,3705.7,4517.8,9.2746,26.909,42.382,2709,75.872,120.47,0.3285,80.178,48.746,2637.3,25.021,50.929,3108.6,23.154,65.448,223.58,339.65,94.465,77.232,32.129,8.7401,26.299,6.9978,18.928,1.6546,32.742,13.996,24.216,1.178,18.822,2.2494,4.7484,2.1963,0.019423,0.83933,0.090787,54.013,43.344,63.708,53.812,25.515,61.59,21.79,39.541,34.409,48.684,45.65,42.684,17.689
277,0.24578,3623.4,4485.2,9.3438,27.062,42.652,2704.6,76.078,120.37,0.35588,80.055,51.027,2632.4,24.104,50.245,3105.3,22.377,65.482,220.17,339.16,94.571,76.967,31.779,8.8045,26.762,6.7225,18.57,1.6656,32.931,13.912,24.172,1.4444,18.734,2.216,4.917,2.287,0.019423,0.83933,0.090787,54.013,43.344,62.763,54.353,24.393,61.15,21.693,42.292,41.123,47.1,45.906,39.855,19.56
278,0.24678,3623.2,4462.9,9.183,26.816,42.485,2702.2,75.05,120.38,0.3542,79.852,50.707,2630.1,25.257,47.156,3100.8,23.153,65.417,223.63,338.83,94.794,76.919,31.779,8.8045,26.762,6.7225,18.57,1.6656,32.931,13.912,24.172,1.4444,18.734,2.216,4.917,2.287,0.019423,0.83933,0.090787,54.013,43.344,62.765,54.621,24.295,61.438,21.567,42.497,40.181,39.953,45.555,40.146,17.74
279,0.28176,3739.8,4535.2,9.262,26.829,42.457,2702.2,75.108,120.41,0.34768,79.855,48.176,2629.8,24.55,49.072,3102.3,23.067,65.357,223.81,338.86,94.691,77.258,32.028,8.9339,26.524,6.95,18.645,1.6936,32.628,13.834,24.133,1.2268,18.912,2.2608,4.7999,2.2892,0.019423,0.83933,0.090787,54.013,43.344,63.195,54.638,27.989,63.721,21.424,41.246,32.733,44.387,45.5,40.715,17.941
280,0.28336,3651.7,4550.8,9.3521,26.871,42.606,2702.2,75.597,120.41,0.34501,80.09,49.044,2630.9,23.879,51.028,3103.5,22.459,65.359,223.25,338.38,94.572,77.116,32.028,8.9339,26.524,6.95,18.645,1.6936,32.628,13.834,24.133,1.2268,18.912,2.2608,4.7999,2.2892,0.019423,0.83933,0.090787,54.013,43.344,64.711,54.452,27.832,59.497,21.567,41.573,35.287,48.914,45.508,42.104,19.391
281,0.26054,3646.3,4543,9.2976,27.014,42.289,2702.2,75.85,120.38,0.33587,80.189,49.561,2630.6,25.654,48.581,3102.5,22.255,65.416,222.19,338.49,94.706,77.525,31.598,9.0803,26.21,6.979,18.881,1.6223,32.747,13.907,24.303,1.1262,18.632,2.2277,4.7569,2.3539,0.02136,0.84895,0.095212,52.937,43.507,62.85,54.39,25.917,58.431,21.716,40.666,36.809,43.251,45.678,40.515,19.838
282,0.26185,3640.5,4523,9.3181,26.915,42.01,2699.5,75.448,120.41,0.33829,80.03,50.902,2627.9,25.487,49.459,3100.2,24.581,65.443,221.64,338.43,94.626,77.101,31.598,9.0803,26.21,6.979,18.881,1.6223,32.747,13.907,24.303,1.1262,18.632,2.2277,4.7569,2.3539,0.02136,0.84895,0.095212,52.937,43.507,62.951,54.629,25.789,60.865,21.265,40.372,40.755,45.281,45.733,40.817,14.355
283,0.30933,3632.9,4567,9.3762,26.793,42.214,2700.7,74.5,120.37,0.34665,80.099,49.916,2628.5,24.593,48.637,3100.9,23.28,65.432,222.77,338.34,94.805,77.34,31.431,8.8251,26.988,6.8989,18.991,1.65,33.026,13.974,24.395,1.2618,18.908,2.2444,4.8299,2.1807,0.02136,0.84895,0.095212,52.937,43.507,62.75,53.525,30.061,59.701,21.21,41.388,37.853,43.379,45.64,40.734,17.429
284,0.3076,3658.1,4515.3,9.3164,27.111,42.329,2701.6,75.072,120.39,0.3435,80.189,51.515,2629.9,25.79,50.079,3102.8,23.975,65.443,221.9,338.61,94.652,77.439,31.431,8.8251,26.988,6.8989,18.991,1.65,33.026,13.974,24.395,1.2618,18.908,2.2444,4.8299,2.1807,0.02136,0.84895,0.095212,52.937,43.507,62.316,54.144,30.231,58.816,21.33,41.773,42.558,46.717,45.725,40.784,15.769
285,0.33312,3659.6,4537.6,9.1201,26.676,42.371,2705.6,75.474,120.41,0.35163,80.531,48.389,2634.1,28.372,48.843,3105.4,23.208,65.536,220.98,338.95,94.665,77.628,31.761,8.9792,26.331,6.9227,18.599,1.6748,32.846,13.938,24.137,1.1864,18.279,2.2893,4.8571,2.2588,0.02136,0.84895,0.095212,52.937,43.507,62.938,53.581,32.282,62.54,21.461,42.748,33.36,43.857,45.81,40.422,17.547
286,0.3299,3648.7,4489.3,9.2623,26.892,42.392,2702.9,75.459,120.41,0.35456,80.347,49.449,2631.1,24.807,50.694,3104.9,22.438,65.563,224.47,338.91,94.589,77.227,31.761,8.9792,26.331,6.9227,18.599,1.6748,32.846,13.938,24.137,1.1864,18.279,2.2893,4.8571,2.2588,0.012115,0.8705,0.094174,54.947,43.461,63.126,54.159,32.6,60.793,21.353,42.391,36.478,48.141,45.76,40.897,19.393
287,0.30413,3645.7,4521.5,9.1097,27.111,42.386,2701.6,74.54,120.42,0.34776,80.226,49.997,2630.2,25.676,49.526,3102.3,23.131,65.574,223.96,339,94.63,77.297,32.178,8.9154,26.323,6.8514,18.705,1.663,32.366,13.831,23.872,1.2349,19.159,2.2317,4.924,2.407,0.012115,0.8705,0.094174,54.947,43.461,62.942,54.733,30.072,62.908,21.634,42.461,38.09,45.437,45.92,41.176,17.748
288,0.30354,3665.1,4568.8,9.2851,26.906,42.872,2701.5,75.023,120.37,0.34941,80.271,50.221,2629.8,25.437,49.201,3102.4,22.685,65.567,223.53,339.05,94.555,77.449,32.178,8.9154,26.323,6.8514,18.705,1.663,32.366,13.831,23.872,1.2349,19.159,2.2317,4.924,2.407,0.012115,0.8705,0.094174,54.947,43.461,62.609,54.166,30.129,60.645,21.449,42.259,38.751,44.684,46.075,40.371,18.797
289,0.26654,3654.3,4569.5,9.3297,26.761,42.317,2699.5,74.138,120.4,0.34073,80.068,50.4,2627.1,24.112,48.375,3099.6,22.442,65.56,223.83,339.37,94.723,77.044,32.4,8.9717,26.487,6.7732,19.063,1.6444,32.934,13.935,23.652,1.1439,18.963,2.2431,4.7934,2.3097,0.012115,0.8705,0.094174,54.947,43.461,63.415,53.917,26.27,58.872,21.469,40.547,39.276,42.773,46.166,40.813,19.408
290,0.26783,3682.2,4514.9,9.3613,26.981,42.137,2698.7,74.826,120.4,0.34186,80.174,49.766,2626.9,24.97,50.169,3098.4,21.835,65.545,225.67,339.49,94.526,77.282,32.4,8.9717,26.487,6.7732,19.063,1.6444,32.934,13.935,23.652,1.1439,18.963,2.2431,4.7934,2.3097,0.012115,0.8705,0.094174,54.947,43.461,62.935,54.571,26.144,61.249,21.431,40.41,37.41,46.925,46.118,41.24,20.832
291,0.24582,3689.2,4519.6,9.231,26.797,42.609,2695.7,74.88,120.4,0.34969,80.067,48.693,2622.9,25.408,50.783,3096.1,22.591,65.534,225.98,339.05,94.702,77.299,32.063,8.9773,26.472,6.7907,19.049,1.6917,33.096,13.99,23.887,1.2479,18.76,2.2391,4.9173,2.283,0.035479,0.85536,0.10151,53.998,43.27,63.566,53.618,23.889,60.696,21.176,42.306,34.255,48.347,46.803,40.983,19.051
292,0.24171,3695.7,4501.1,9.2681,27.337,42.61,2696.6,75.081,120.43,0.35171,80.365,51.262,2624.5,26.716,49.272,3095.5,21.924,65.584,225.23,339.05,94.631,77.599,32.063,8.9773,26.472,6.7907,19.049,1.6917,33.096,13.99,23.887,1.2479,18.76,2.2391,4.9173,2.283,0.035479,0.85536,0.10151,53.998,43.27,63.455,53.84,24.293,61.454,21.639,42.059,41.813,44.849,47.245,41.646,20.603
293,0.27555,3669.6,4503.3,9.3775,26.891,42.413,2694.5,74.947,120.4,0.35988,80.415,50.409,2622.5,26.065,49.78,3095.1,22.88,65.681,229.59,338.41,94.577,77.229,31.795,8.9488,26.541,6.815,18.508,1.6834,32.894,13.717,23.69,1.3673,19.005,2.2648,4.9266,2.2479,0.035479,0.85536,0.10151,53.998,43.27,63.843,53.801,27.281,59.237,21.364,42.749,39.303,46.024,47.222,41.104,18.344
294,0.2774,3687,4483.4,9.2455,26.912,42.201,2690.9,75.618,120.42,0.35654,80.263,49.702,2619.4,23.986,49.522,3092.5,23.456,65.762,231.27,338.25,94.57,77.118,31.795,8.9488,26.541,6.815,18.508,1.6834,32.894,13.717,23.69,1.3673,19.005,2.2648,4.9266,2.2479,0.035479,0.85536,0.10151,53.998,43.27,63.545,54.039,27.099,60.412,21.107,43.156,37.224,45.428,47.437,41.698,16.993
295,0.30607,3697.7,4550.8,9.2913,27.079,42.516,2690.5,74.926,120.39,0.33024,80.251,51.301,2618.2,23.832,49.421,3092.6,22.43,65.796,231.75,338.36,94.589,77.204,31.722,8.9433,26.517,6.9765,18.899,1.667,32.546,14.006,23.412,1.2586,18.552,2.2945,4.8831,2.3765,0.035479,0.85536,0.10151,53.998,43.27,63.223,54.56,29.92,63.382,20.966,39.093,41.928,45.195,47.761,40.771,19.431
296,0.30563,3670.8,4553.2,9.28,26.883,42.455,2690,75.419,120.4,0.32778,80.226,48.326,2618.9,25.783,49.575,3091.7,23.449,65.792,230.08,337.8,94.562,77.248,31.722,8.9433,26.517,6.9765,18.899,1.667,32.546,14.006,23.412,1.2586,18.552,2.2945,4.8831,2.3765,0.01571,0.86432,0.10313,53.734,44.451,63.685,54.531,29.964,60.132,21.232,39.392,33.175,45.55,47.937,41.341,17.019
297,0.31405,3628,4543.6,9.194,27.173,42.53,2690.6,75.065,120.39,0.36269,80.369,48.438,2618.7,23.538,50.175,3091.3,23.41,65.849,231.22,338.18,94.593,77.65,31.572,8.8319,26.083,6.9133,19.05,1.6562,32.468,14.051,23.331,1.4599,18.848,2.2703,4.8064,2.332,0.01571,0.86432,0.10313,53.734,44.451,62.991,53.697,31.401,62.014,21.246,42.922,33.504,46.938,48.05,40.544,17.079
298,0.31834,3625.7,4502.7,9.3602,26.947,42.275,2691.7,74.934,120.38,0.36314,80.561,50.869,2619.1,24.775,48.958,3093.4,23.76,65.925,232.33,337.57,94.687,77.43,31.572,8.8319,26.083,6.9133,19.05,1.6562,32.468,14.051,23.331,1.4599,18.848,2.2703,4.8064,2.332,0.01571,0.86432,0.10313,53.734,44.451,63.031,54.188,30.979,60.667,20.912,42.868,40.659,44.123,48.162,41.123,16.248
299,0.33778,3663.4,4498.9,9.2575,27.053,42.319,2692.1,75.677,120.41,0.366,80.531,52.079,2620.2,25.837,52.551,3092.8,22.81,65.984,232.16,338.35,94.607,77.287,31.897,8.9587,25.758,6.9651,19.085,1.6845,33.089,13.724,24.121,1.4256,19.153,2.2268,4.8276,2.2965,0.01571,0.86432,0.10313,53.734,44.451,62.877,53.829,33.018,60.463,21.435,44.041,44.218,52.439,48.386,41.63,18.506
300,0.33478,3687.5,4450.3,9.1827,26.714,42.519,2691.6,74.37,120.39,0.36672,80.516,49.07,2619.4,24.667,49.071,3092.7,23.014,66.014,232.75,338.35,94.57,77.385,31.897,8.9587,25.758,6.9651,19.085,1.6845,33.089,13.724,24.121,1.4256,19.153,2.2268,4.8276,2.2965,0.01571,0.86432,0.10313,53.734,44.451,62.463,54.411,33.313,60.787,21.202,43.952,35.362,44.384,48.54,41.053,18.004
301,0.31114,3635.9,4476.2,9.2713,27.174,42.81,2693,74.835,120.4,0.32984,80.655,50.916,2621.4,25.368,50.724,3092.6,24.628,66.101,232.75,338.73,94.431,77.516,32.256,8.9309,26.502,7.0353,19.121,1.6698,32.456,13.81,23.433,1.4438,19.064,2.21,4.8403,2.4139,0.0089085,0.87071,0.088457,53.974,42.981,62.843,53.967,30.378,61.575,21.543,39.786,40.795,48.209,49.017,41.014,14.148
302,0.31009,3668.8,4526,9.2296,26.666,42.15,2693.1,75.016,120.38,0.33227,80.661,47.235,2621.2,26.655,48.967,3092.6,22.628,66.18,233.84,339.07,94.669,77.219,32.256,8.9309,26.502,7.0353,19.121,1.6698,32.456,13.81,23.433,1.4438,19.064,2.21,4.8403,2.4139,0.0089085,0.87071,0.088457,53.974,42.981,62.276,53.371,30.481,62.087,21.175,39.49,29.963,44.143,49.24,40.421,18.892
303,0.27788,3639.4,4469.3,9.3159,26.842,42.227,2689.5,75.848,120.39,0.33956,80.257,51.842,2617.2,25.404,51.343,3087.8,24.23,66.154,237.93,339.93,94.685,76.848,32.342,9.0129,26.206,6.7228,19.368,1.6549,32.89,13.901,23.188,1.4319,19.219,2.2673,4.904,2.3607,0.0089085,0.87071,0.088457,53.974,42.981,62.056,53.906,27.061,62.171,21.469,40.839,43.52,49.641,49.197,41.018,15.139
304,0.27951,3608.8,4471.6,9.2335,27.058,42.17,2689.3,75.201,120.34,0.3422,80.302,50.214,2617.6,26.473,49.055,3088.9,23.008,66.112,234.33,339.73,94.859,77.424,32.342,9.0129,26.206,6.7228,19.368,1.6549,32.89,13.901,23.188,1.4319,19.219,2.2673,4.904,2.3607,0.0089085,0.87071,0.088457,53.974,42.981,62.582,53.878,26.901,61.904,21.849,40.515,38.73,44.348,49.845,40.078,18.012
