Time,A_Feed_S1,D_Feed_S2,E_Feed_S3,Total_Feed_S4,Recycle_Flow_S8,Reactor_Feed_Rate_S6,Reactor_Pressure,Reactor_Level,Reactor_Temperature,Purge_Rate_S9,Product_Sep_Temp,Product_Sep_Level,Prod_Sep_Pressure,Prod_Sep_Underflow_S10,Stripper_Level,Stripper_Pressure,Stripper_Underflow_S11,Stripper_Temp,Stripper_Steam_Flow,Compressor_Work,Reactor_Cooling_Water_Outlet_Temp,Separator_Cooling_Water_Outlet_Temp,Composition_A_S6,Composition_B_S6,Composition_C_S6,Composition_D_S6,Composition_E_S6,Composition_F_S6,Composition_A_S9,Composition_B_S9,Composition_C_S9,Composition_D_S9,Composition_E_S9,Composition_F_S9,Composition_G_S9,Composition_H_S9,Composition_D_S11,Composition_E_S11,Composition_F_S11,Composition_G_S11,Composition_H_S11,D_Feed_Flow_Stream_2,E_Feed_Flow_Stream_3,A_Feed_Flow_Stream_1,Total_Feed_Flow_Stream_4,Compressor_Recycle_Valve,Purge_Valve_Stream_9,Separator_Pot_Liquid_Flow_Stream_10,Stripper_Liquid_Product_Flow_Stream_11,Stripper_Steam_Valve,Reactor_Cooling_Water_Flow,Condensor_Cooling_Water_Flow
1141.0,0.56117,3677.9,4517.8,9.0614,26.918,42.486,2804.8,77.02,120.43,0.27487,78.5,49.566,2731.5,24.276,49.74,3219.5,23.708,64.449,219.83,330.04,94.709,76.641,29.715,8.6149,29.587,6.8156,18.567,1.6085,29.568,13.332,29.079,1.1971,18.61,2.1539,4.5988,2.1511,0.026507,0.84975,0.089464,53.559,42.541,63.665,53.93,54.806,56.907,20.847,32.588,36.822,45.932,43.529,41.1,16.394
1142.0,0.55894,3665.3,4579.3,8.9513,26.965,41.935,2807.5,76.371,120.42,0.27066,78.496,50.65,2734.3,23.329,48.835,3221.1,22.889,64.326,221.33,329.97,94.651,76.719,29.715,8.6149,29.587,6.8156,18.567,1.6085,29.568,13.332,29.079,1.1971,18.61,2.1539,4.5988,2.1511,0.026507,0.84975,0.089464,53.559,42.541,63.88,53.195,55.025,58.088,20.948,33.102,40.012,43.839,42.994,40.996,18.358
1143.0,0.60784,3700.0,4558.1,9.0297,27.074,42.113,2810.9,77.017,120.4,0.26871,78.472,50.676,2737.6,24.894,49.113,3225.2,22.738,64.254,219.0,329.4,94.783,76.389,29.495,8.5587,30.03,7.0309,18.472,1.6029,28.678,13.425,29.568,1.255,18.587,2.1512,4.4814,2.0806,0.026507,0.84975,0.089464,53.559,42.541,63.154,54.143,60.118,58.836,21.119,32.093,40.089,44.481,42.804,40.443,18.766
1144.0,0.6106,3691.2,4528.7,8.9098,27.121,42.434,2812.2,76.399,120.41,0.2689,78.308,49.233,2739.1,24.616,50.123,3225.3,22.098,64.158,218.27,329.47,94.657,76.515,29.495,8.5587,30.03,7.0309,18.472,1.6029,28.678,13.425,29.568,1.255,18.587,2.1512,4.4814,2.0806,0.026507,0.84975,0.089464,53.559,42.541,63.306,54.495,59.847,62.07,21.348,32.07,35.843,46.818,42.474,40.89,20.319
1145.0,0.65835,3624.0,4526.8,8.985,27.039,42.123,2813.5,76.915,120.38,0.27573,78.142,49.877,2739.6,24.098,49.28,3227.2,23.484,64.045,216.58,329.34,94.847,76.258,29.247,8.7389,30.139,6.8638,18.777,1.5937,29.111,13.208,29.606,1.1566,18.4,2.1472,4.4309,2.0506,0.026507,0.84975,0.089464,53.559,42.541,62.535,54.793,64.623,57.06,21.237,33.053,37.737,44.867,42.236,39.709,17.091
1146.0,0.65816,3619.5,4557.2,8.8997,26.827,42.225,2815.4,77.202,120.39,0.2735,78.121,48.137,2742.4,25.258,48.016,3227.8,23.456,63.993,217.25,329.79,94.932,76.076,29.247,8.7389,30.139,6.8638,18.777,1.5937,29.111,13.208,29.606,1.1566,18.4,2.1472,4.4309,2.0506,0.019852,0.86842,0.096559,54.311,43.733,62.613,54.428,64.641,59.558,21.299,33.326,32.619,41.942,42.99,41.624,17.212
1147.0,0.70972,3653.0,4486.0,8.7909,26.967,42.457,2816.3,76.861,120.38,0.251,77.797,50.578,2741.9,24.417,51.12,3230.5,23.895,63.892,218.43,329.41,94.914,75.911,29.311,8.577,30.698,6.8837,18.503,1.5851,28.628,13.53,30.049,1.3181,18.457,2.1555,4.4359,2.0533,0.019852,0.86842,0.096559,54.311,43.733,63.44,54.56,70.066,59.406,21.142,29.514,39.801,49.125,43.025,40.899,16.246
1148.0,0.70963,3705.1,4513.7,8.8792,27.059,42.07,2819.9,77.02,120.41,0.24965,77.881,51.294,2746.5,25.682,49.174,3232.1,23.147,63.84,220.25,329.47,94.75,76.417,29.311,8.577,30.698,6.8837,18.503,1.5851,28.628,13.53,30.049,1.3181,18.457,2.1555,4.4359,2.0533,0.019852,0.86842,0.096559,54.311,43.733,62.543,54.229,70.075,56.735,21.338,29.679,41.907,44.622,43.003,40.962,18.026
1149.0,0.73532,3680.1,4525.5,8.6984,27.425,42.057,2822.7,77.502,120.39,0.27916,78.024,51.765,2749.3,23.683,48.324,3234.4,21.735,63.86,220.75,329.13,94.865,76.261,29.436,8.6315,30.301,6.6174,18.842,1.6158,28.295,13.382,30.403,1.3463,18.226,2.1354,4.3459,2.1241,0.019852,0.86842,0.096559,54.311,43.733,62.807,54.783,72.277,58.189,21.508,34.033,43.295,42.655,43.098,40.549,21.411
1150.0,0.7329,3697.4,4534.6,8.7049,27.189,42.49,2820.1,77.655,120.44,0.28089,77.818,50.345,2746.5,25.227,51.715,3234.1,23.078,63.877,221.88,329.5,94.68,76.348,29.436,8.6315,30.301,6.6174,18.842,1.6158,28.295,13.382,30.403,1.3463,18.226,2.1354,4.3459,2.1241,0.019852,0.86842,0.096559,54.311,43.733,62.509,54.673,72.514,59.916,21.568,33.822,39.116,50.502,43.136,40.976,18.261
1151.0,0.75168,3727.8,4498.9,8.6699,27.072,42.125,2821.7,77.888,120.39,0.26475,77.913,50.751,2748.6,25.966,49.629,3234.2,22.269,63.863,222.39,329.61,94.742,75.986,29.255,8.4473,30.549,6.8183,18.978,1.5957,28.726,13.2,29.961,1.3403,18.171,2.1562,4.3157,1.9508,0.024094,0.91472,0.099549,54.065,44.073,64.446,54.285,74.041,56.733,21.659,31.281,40.312,45.676,43.747,40.205,20.23
1152.0,0.75337,3749.4,4527.5,8.6222,26.868,42.25,2817.6,76.812,120.44,0.26433,77.744,48.568,2743.2,24.822,48.07,3230.4,22.941,63.952,224.38,329.33,94.594,75.723,29.255,8.4473,30.549,6.8183,18.978,1.5957,28.726,13.2,29.961,1.3403,18.171,2.1562,4.3157,1.9508,0.024094,0.91472,0.099549,54.065,44.073,64.074,53.943,73.875,57.596,21.136,31.332,33.887,42.066,43.931,41.378,18.697
1153.0,0.80149,3685.9,4488.4,8.5868,26.891,42.417,2813.0,77.076,120.39,0.23753,77.479,49.987,2740.1,26.047,52.211,3225.5,22.258,63.936,225.18,329.16,94.685,75.387,29.295,8.8204,30.562,7.0228,18.747,1.5771,28.978,13.362,30.326,1.2729,18.133,2.1624,4.3473,2.0254,0.024094,0.91472,0.099549,54.065,44.073,63.56,54.056,78.4,57.77,21.282,28.948,38.062,51.652,44.222,40.586,20.41
1154.0,0.79839,3681.3,4537.4,8.445,26.88,42.437,2811.3,77.162,120.41,0.23609,77.492,48.49,2737.1,23.85,50.116,3222.5,22.322,63.91,224.78,328.71,94.865,75.616,29.295,8.8204,30.562,7.0228,18.747,1.5771,28.978,13.362,30.326,1.2729,18.133,2.1624,4.3473,2.0254,0.024094,0.91472,0.099549,54.065,44.073,63.64,53.47,78.704,58.712,21.234,29.123,33.656,46.802,44.621,40.139,20.293
1155.0,0.82546,3600.4,4563.8,8.5664,27.24,42.419,2808.4,77.138,120.38,0.25244,77.479,50.3,2735.2,25.695,48.992,3219.8,22.628,63.935,226.58,328.71,94.834,75.845,29.375,8.5493,30.15,7.04,18.392,1.5597,28.237,13.316,30.421,1.2396,17.987,2.1027,4.3879,1.9975,0.024094,0.91472,0.099549,54.065,44.073,63.201,53.703,81.235,55.069,21.593,30.653,38.982,44.202,44.823,39.538,19.605
1156.0,0.82679,3620.8,4536.8,8.548,26.968,42.161,2808.5,77.198,120.4,0.25388,77.573,49.359,2734.6,26.578,50.101,3217.4,22.351,63.993,232.11,329.26,95.005,75.61,29.375,8.5493,30.15,7.04,18.392,1.5597,28.237,13.316,30.421,1.2396,17.987,2.1027,4.3879,1.9975,0.013772,0.96908,0.10182,54.763,43.608,62.85,54.027,81.104,55.588,21.75,30.477,36.213,46.767,45.973,40.499,20.321
1157.0,0.84901,3618.8,4597.6,8.3636,26.942,41.94,2807.6,78.122,120.37,0.24908,77.596,49.617,2734.0,23.766,49.674,3217.4,23.644,64.108,234.27,329.08,95.019,75.687,29.336,8.7238,30.29,7.1453,18.881,1.535,28.777,13.345,29.604,1.1594,18.339,2.1467,4.2648,2.0813,0.013772,0.96908,0.10182,54.763,43.608,62.592,54.205,83.248,56.034,21.513,29.13,36.974,45.78,46.692,38.93,17.283
1158.0,0.84663,3640.6,4551.4,8.3162,26.653,42.113,2805.3,77.522,120.41,0.24539,77.613,50.302,2732.5,24.533,51.089,3216.0,22.949,64.237,238.17,328.58,94.981,75.795,29.336,8.7238,30.29,7.1453,18.881,1.535,28.777,13.345,29.604,1.1594,18.339,2.1467,4.2648,2.0813,0.013772,0.96908,0.10182,54.763,43.608,62.217,54.758,83.481,58.196,21.185,29.58,38.99,49.054,47.251,40.933,18.966
1159.0,0.88003,3586.3,4527.1,8.4597,27.1,42.435,2804.6,78.265,120.36,0.24553,77.79,49.151,2731.8,25.509,49.848,3215.1,22.654,64.404,239.25,329.04,95.016,75.627,29.004,8.7527,30.018,6.8646,18.694,1.6177,28.326,13.425,29.791,1.287,18.808,2.1468,4.3444,1.963,0.013772,0.96908,0.10182,54.763,43.608,62.03,53.874,86.722,56.154,21.484,29.604,35.601,46.181,48.052,39.187,19.701
1160.0,0.87986,3597.1,4571.3,8.4688,26.388,41.927,2801.6,77.342,120.42,0.24714,77.686,50.036,2728.4,24.169,48.645,3210.9,20.941,64.556,242.51,329.33,95.222,75.594,29.004,8.7527,30.018,6.8646,18.694,1.6177,28.326,13.425,29.791,1.287,18.808,2.1468,4.3444,1.963,0.013772,0.96908,0.10182,54.763,43.608,61.844,53.345,86.739,55.48,21.259,29.408,38.207,43.398,48.654,41.001,23.806
1161.0,0.94406,3666.3,4518.9,8.293,26.661,41.905,2799.6,78.072,120.41,0.24826,77.64,49.211,2726.2,25.737,49.022,3209.3,21.665,64.7,249.01,329.21,95.03,75.744,29.464,8.5647,29.766,6.9308,19.172,1.5575,28.675,13.364,29.525,1.3128,18.282,2.0693,4.3203,1.9732,0.033211,1.0038,0.10524,54.156,42.212,62.999,54.43,92.926,54.246,21.25,30.775,35.779,44.272,50.543,40.273,22.123
1162.0,0.94482,3668.0,4520.0,8.5398,27.29,42.137,2796.8,78.083,120.4,0.25354,77.73,50.43,2723.2,25.042,50.158,3206.3,23.541,64.895,253.87,329.33,94.919,75.425,29.464,8.5647,29.766,6.9308,19.172,1.5575,28.675,13.364,29.525,1.3128,18.282,2.0693,4.3203,1.9732,0.033211,1.0038,0.10524,54.156,42.212,62.97,54.416,92.851,53.394,21.505,30.131,39.366,46.9,51.679,40.028,17.72
1163.0,0.93177,3649.2,4469.3,8.2721,26.835,41.859,2792.3,78.443,120.42,0.24243,77.785,50.06,2717.8,24.422,50.759,3202.4,21.467,65.092,256.42,328.79,94.934,75.539,29.643,8.6575,29.717,6.7674,19.072,1.6009,28.561,13.501,29.381,1.2048,19.006,2.1071,4.3244,2.1336,0.033211,1.0038,0.10524,54.156,42.212,62.698,53.822,91.422,53.66,21.041,29.201,38.276,48.291,53.008,41.179,22.663
1164.0,0.93144,3651.4,4450.5,8.403,26.401,42.38,2788.4,77.879,120.39,0.24311,77.771,50.375,2714.9,24.998,49.212,3195.8,22.593,65.303,262.88,329.28,94.901,75.378,29.643,8.6575,29.717,6.7674,19.072,1.6009,28.561,13.501,29.381,1.2048,19.006,2.1071,4.3244,2.1336,0.033211,1.0038,0.10524,54.156,42.212,62.659,54.048,91.455,55.836,21.286,29.118,39.205,44.71,53.984,40.274,20.036
1165.0,0.94239,3689.2,4453.4,8.2161,26.73,42.177,2781.1,77.98,120.44,0.25287,77.704,50.003,2707.8,24.194,49.201,3189.1,22.102,65.508,265.85,329.3,95.013,75.048,29.926,8.6089,29.348,7.0559,19.172,1.593,28.384,13.505,28.998,1.1884,18.766,2.1733,4.3628,2.0817,0.033211,1.0038,0.10524,54.156,42.212,63.473,54.2,92.359,51.976,21.056,31.023,38.109,44.685,55.262,41.193,21.267
1166.0,0.93869,3654.6,4440.7,8.1424,26.814,42.184,2773.4,76.681,120.38,0.25309,77.67,51.048,2699.6,26.02,49.443,3183.0,23.223,65.691,274.9,328.59,94.967,75.408,29.926,8.6089,29.348,7.0559,19.172,1.593,28.384,13.505,28.998,1.1884,18.766,2.1733,4.3628,2.0817,0.042178,1.0263,0.12938,53.733,43.298,64.07,54.352,92.723,55.8,20.846,30.996,41.185,45.244,57.15,39.836,18.631
1167.0,0.93959,3600.9,4476.8,8.1485,26.961,42.169,2768.4,77.956,120.42,0.25541,77.838,50.052,2694.7,25.411,49.617,3176.2,23.223,65.927,278.61,328.76,95.105,75.179,29.654,8.7278,29.41,6.9081,19.313,1.6399,29.346,13.643,28.421,1.1992,18.952,2.1235,4.3264,2.138,0.042178,1.0263,0.12938,53.733,43.298,62.435,53.617,92.169,55.465,20.899,30.363,38.254,45.647,58.848,40.482,18.675
1168.0,0.93846,3607.5,4482.3,8.2105,27.064,42.678,2763.5,77.543,120.39,0.25174,77.957,49.9,2689.2,27.183,49.966,3170.9,23.322,66.2,284.29,328.47,95.151,75.339,29.654,8.7278,29.41,6.9081,19.313,1.6399,29.346,13.643,28.421,1.1992,18.952,2.1235,4.3264,2.138,0.042178,1.0263,0.12938,53.733,43.298,62.322,53.551,92.28,54.845,20.761,30.812,37.807,46.455,60.358,39.741,18.455
1169.0,0.97662,3648.0,4432.3,8.2992,26.555,42.05,2759.2,78.061,120.4,0.26888,78.155,48.658,2685.8,26.268,49.164,3167.7,23.309,66.494,288.37,328.23,95.16,75.8,29.966,8.6695,28.916,7.054,19.435,1.6232,29.431,13.823,28.297,1.3666,18.821,2.167,4.4079,2.0252,0.042178,1.0263,0.12938,53.733,43.298,62.825,53.724,96.251,53.125,20.488,32.042,34.151,44.599,61.998,40.724,18.465
1170.0,0.97764,3638.5,4462.6,8.2237,26.805,42.386,2752.8,77.054,120.4,0.26772,78.199,50.702,2678.7,23.57,50.225,3162.6,23.24,66.825,293.6,327.76,95.078,75.378,29.966,8.6695,28.916,7.054,19.435,1.6232,29.431,13.823,28.297,1.3666,18.821,2.167,4.4079,2.0252,0.042178,1.0263,0.12938,53.733,43.298,62.989,53.361,96.151,54.122,20.275,32.184,40.166,47.054,63.523,39.994,18.684
1171.0,0.97119,3594.8,4433.0,8.2032,26.911,41.943,2745.3,77.13,120.39,0.28546,78.164,52.371,2670.3,25.764,50.846,3153.9,22.569,67.111,301.88,327.63,95.32,75.405,29.935,8.6743,29.001,6.8282,19.716,1.6133,29.114,13.692,27.502,1.3236,18.904,2.1614,4.3897,2.0433,0.022096,1.0508,0.11546,53.739,42.634,62.369,53.316,95.705,54.133,20.051,34.686,45.079,48.492,65.66,38.8,20.308
1172.0,0.97242,3615.4,4439.6,8.237,26.455,41.588,2741.1,78.168,120.39,0.28591,78.471,50.21,2667.3,25.824,50.906,3149.4,22.1,67.391,306.08,327.57,95.238,75.709,29.935,8.6743,29.001,6.8282,19.716,1.6133,29.114,13.692,27.502,1.3236,18.904,2.1614,4.3897,2.0433,0.022096,1.0508,0.11546,53.739,42.634,62.014,53.238,95.584,53.528,19.962,34.63,38.719,48.631,67.645,39.818,21.406
1173.0,0.99513,3666.2,4387.2,8.1813,26.956,42.175,2736.6,76.843,120.42,0.26746,78.601,49.609,2662.4,25.669,50.3,3144.7,22.701,67.73,309.85,327.23,95.243,75.479,30.113,8.8881,28.685,6.9757,19.334,1.5966,29.018,13.859,27.42,1.2957,19.586,2.1644,4.5049,2.0794,0.022096,1.0508,0.11546,53.739,42.634,63.064,53.039,97.705,51.116,20.171,33.283,36.95,47.228,69.651,40.517,20.009
1174.0,0.99585,3660.0,4454.4,8.1384,26.72,42.05,2729.8,76.563,120.41,0.27188,78.643,48.738,2656.1,24.353,49.793,3138.9,23.591,68.038,317.61,327.71,95.003,75.584,30.113,8.8881,28.685,6.9757,19.334,1.5966,29.018,13.859,27.42,1.2957,19.586,2.1644,4.5049,2.0794,0.022096,1.0508,0.11546,53.739,42.634,63.17,52.235,97.635,54.831,19.992,32.744,34.386,46.055,71.289,39.617,17.907
1175.0,1.0014,3591.0,4449.8,8.2356,27.048,41.959,2722.2,77.4,120.39,0.28867,78.606,49.495,2647.9,24.877,51.139,3132.6,24.712,68.331,321.35,326.76,95.273,75.4,30.184,8.9734,28.011,6.892,19.603,1.6587,29.737,13.847,26.894,1.2682,19.155,2.188,4.5367,2.1778,0.022096,1.0508,0.11546,53.739,42.634,63.045,53.104,98.123,53.884,19.433,35.106,36.614,49.17,73.277,39.753,15.275
1176.0,0.99867,3653.3,4395.0,8.3476,27.018,42.529,2717.8,76.402,120.39,0.28829,78.912,48.788,2643.6,26.77,52.444,3128.9,22.621,68.634,331.63,326.26,95.278,76.014,30.184,8.9734,28.011,6.892,19.603,1.6587,29.737,13.847,26.894,1.2682,19.155,2.188,4.5367,2.1778,0.026827,1.0422,0.11578,53.518,43.827,61.973,53.759,98.394,52.905,19.522,35.152,34.533,52.189,75.659,39.973,20.197
1177.0,1.0086,3637.8,4441.9,8.1296,27.018,41.684,2716.3,76.337,120.41,0.2866,79.295,49.416,2641.6,24.685,50.535,3125.0,22.878,69.009,334.64,327.13,95.07,76.234,30.371,9.0848,27.468,7.0147,19.67,1.6192,29.99,13.99,26.469,1.5539,19.858,2.1619,4.5164,2.1142,0.026827,1.0422,0.11578,53.518,43.827,62.925,52.419,99.093,52.804,19.694,35.064,36.38,47.773,78.112,39.74,19.553
1178.0,1.0086,3675.1,4410.9,8.0737,27.006,42.221,2708.1,76.636,120.41,0.28122,79.226,49.209,2633.4,25.991,50.677,3120.2,23.019,69.405,339.68,326.21,95.193,75.865,30.371,9.0848,27.468,7.0147,19.67,1.6192,29.99,13.99,26.469,1.5539,19.858,2.1619,4.5164,2.1142,0.026827,1.0422,0.11578,53.518,43.827,62.283,52.79,99.096,55.709,19.105,35.721,35.771,48.1,80.37,40.679,19.25
1179.0,1.0097,3621.0,4433.7,8.0845,26.845,42.166,2702.9,77.517,120.4,0.30403,79.306,50.074,2627.9,26.51,49.349,3112.6,23.013,69.708,347.84,326.1,95.005,75.71,30.404,9.1151,27.465,6.9516,19.498,1.6623,29.592,13.933,25.509,1.484,20.237,2.2083,4.5692,2.1837,0.026827,1.0422,0.11578,53.518,43.827,62.072,52.208,99.349,54.278,18.965,36.931,38.318,45.028,82.337,39.379,19.274
1180.0,1.0122,3628.0,4418.1,8.1364,26.984,42.008,2698.5,76.13,120.4,0.30161,79.485,49.546,2623.6,25.617,51.297,3107.9,23.222,70.01,353.71,326.52,95.354,75.985,30.404,9.1151,27.465,6.9516,19.498,1.6623,29.592,13.933,25.509,1.484,20.237,2.2083,4.5692,2.1837,0.026827,1.0422,0.11578,53.518,43.827,61.952,52.396,99.107,54.029,19.257,37.226,36.763,49.536,84.497,39.578,18.752
1181.0,1.013,3648.0,4399.1,8.2063,26.762,42.073,2693.0,76.42,120.4,0.29851,79.485,50.267,2618.5,24.585,50.521,3104.6,23.684,70.325,357.44,326.45,95.149,75.806,29.941,8.9836,26.883,6.9257,19.992,1.6766,30.028,14.173,25.358,1.378,20.032,2.2431,4.6818,2.1772,0.037799,1.0245,0.10081,53.082,43.191,62.065,52.909,99.569,54.628,18.9,36.268,38.887,47.739,86.992,39.62,17.666
1182.0,1.0117,3617.8,4392.0,8.1994,27.005,42.193,2688.6,76.082,120.41,0.29732,79.511,51.543,2614.1,26.9,49.297,3100.0,22.251,70.59,365.72,326.48,95.175,76.127,29.941,8.9836,26.883,6.9257,19.992,1.6766,30.028,14.173,25.358,1.378,20.032,2.2431,4.6818,2.1772,0.037799,1.0245,0.10081,53.082,43.191,62.584,52.994,99.691,53.202,19.091,36.413,42.641,44.907,88.987,40.295,21.055
1183.0,1.0149,3595.5,4347.9,8.1935,26.5,42.009,2685.5,76.25,120.38,0.32704,79.827,49.488,2611.3,25.014,48.955,3095.8,22.981,70.887,369.13,326.31,95.171,76.188,30.77,9.1512,26.227,6.9983,20.298,1.5906,30.676,14.011,24.898,1.3146,20.533,2.2248,4.7064,2.2919,0.037799,1.0245,0.10081,53.082,43.191,63.143,52.147,99.709,52.735,18.558,39.562,36.593,44.116,91.398,39.492,19.29
1184.0,1.0136,3626.1,4393.8,8.2586,26.642,42.112,2679.7,75.674,120.42,0.32471,79.719,51.491,2604.9,26.155,50.04,3089.2,23.384,71.176,375.67,326.61,95.202,75.988,30.77,9.1512,26.227,6.9983,20.298,1.5906,30.676,14.011,24.898,1.3146,20.533,2.2248,4.7064,2.2919,0.037799,1.0245,0.10081,53.082,43.191,62.615,51.597,99.65,55.712,18.801,39.845,42.489,46.626,93.52,40.403,18.359
1185.0,0.95456,3613.8,4294.5,8.2673,26.996,41.7,2674.8,74.896,120.38,0.30759,79.886,50.348,2599.5,27.301,51.468,3084.5,23.712,71.431,382.97,325.95,95.151,76.305,30.592,9.2776,26.169,6.9685,19.78,1.6374,30.515,14.08,24.335,1.447,20.158,2.2709,4.8011,2.3096,0.037799,1.0245,0.10081,53.082,43.191,62.115,51.805,93.424,54.093,18.602,37.991,39.125,49.931,95.566,39.359,17.543
1186.0,0.95145,3604.7,4351.9,8.2479,27.017,41.878,2672.8,74.666,120.4,0.30865,80.261,50.774,2598.5,25.68,50.209,3082.0,23.432,71.783,385.96,326.79,95.255,76.544,30.592,9.2776,26.169,6.9685,19.78,1.6374,30.515,14.08,24.335,1.447,20.158,2.2709,4.8011,2.3096,0.018727,0.99506,0.11354,54.139,43.489,62.273,51.119,93.731,52.803,18.737,37.862,40.377,47.017,97.88,39.422,18.156
1187.0,0.98263,3620.3,4324.2,8.3264,26.965,42.48,2669.1,74.898,120.41,0.31682,80.226,49.726,2594.8,25.945,49.515,3080.2,22.658,72.056,388.19,326.62,95.137,76.288,30.677,9.036,26.436,7.0627,20.538,1.6861,30.532,14.204,23.261,1.3987,20.397,2.2526,4.7181,2.2711,0.018727,0.99506,0.11354,54.139,43.489,62.169,52.508,97.141,54.338,18.454,39.028,37.295,45.411,100.09,40.708,19.99
1188.0,0.985,3606.4,4349.5,8.1962,27.003,42.253,2667.9,74.744,120.42,0.31282,80.265,50.943,2593.3,26.362,50.191,3077.8,23.658,72.262,391.32,326.83,95.161,76.528,30.677,9.036,26.436,7.0627,20.538,1.6861,30.532,14.204,23.261,1.3987,20.397,2.2526,4.7181,2.2711,0.018727,0.99506,0.11354,54.139,43.489,62.409,52.205,96.909,55.236,18.541,39.516,40.876,46.975,99.93,40.788,17.589
1189.0,0.99238,3580.5,4278.2,8.3632,27.107,42.133,2665.0,74.828,120.39,0.33083,80.302,49.808,2590.3,26.304,50.892,3073.7,23.011,72.383,392.06,327.93,95.231,76.533,31.359,9.2136,25.776,6.9142,19.926,1.7254,31.148,14.326,23.673,1.3078,20.506,2.3427,4.839,2.4285,0.018727,0.99506,0.11354,54.139,43.489,61.901,50.966,97.734,55.552,18.944,41.108,37.534,48.599,99.852,39.363,19.106
1190.0,0.99188,3555.5,4268.9,8.4448,26.897,42.162,2664.0,74.023,120.4,0.33247,80.406,50.528,2589.7,23.376,50.675,3072.0,23.408,72.449,389.95,328.38,95.179,76.691,31.359,9.2136,25.776,6.9142,19.926,1.7254,31.148,14.326,23.673,1.3078,20.506,2.3427,4.839,2.4285,0.018727,0.99506,0.11354,54.139,43.489,62.332,51.077,97.784,57.0,19.038,40.909,39.654,48.096,100.11,39.822,18.131
1191.0,0.93686,3617.7,4300.8,8.6178,26.819,41.813,2663.1,75.126,120.42,0.34542,80.581,51.588,2588.9,27.145,49.093,3071.1,24.561,72.542,389.21,328.66,95.1,77.018,31.556,9.1482,26.083,7.0485,20.53,1.6996,31.513,14.299,23.001,1.516,19.927,2.3098,4.8461,2.3055,0.026746,0.9326,0.097933,54.55,43.995,62.463,51.95,92.614,54.362,18.696,43.251,42.774,44.436,99.914,40.314,15.331
1192.0,0.93975,3630.5,4310.3,8.6875,26.763,42.525,2659.2,74.03,120.42,0.34671,80.473,50.664,2584.7,26.369,51.725,3069.1,22.797,72.592,386.63,328.74,95.074,76.683,31.556,9.1482,26.083,7.0485,20.53,1.6996,31.513,14.299,23.001,1.516,19.927,2.3098,4.8461,2.3055,0.026746,0.9326,0.097933,54.55,43.995,62.242,51.837,92.33,53.333,18.541,43.094,40.054,50.527,100.06,39.833,19.522
1193.0,0.92685,3567.4,4242.5,8.578,26.375,42.248,2659.7,74.471,120.41,0.34761,80.727,48.842,2586.1,25.907,49.704,3066.2,22.423,72.612,386.65,330.07,95.123,77.165,31.201,9.1957,25.398,6.7774,19.909,1.707,31.675,14.202,22.879,1.1856,20.577,2.3086,4.8571,2.3357,0.026746,0.9326,0.097933,54.55,43.995,62.058,50.923,91.343,55.527,19.128,43.001,34.692,45.848,100.04,39.951,20.343
1194.0,0.92839,3548.4,4236.4,8.5761,26.493,42.236,2659.0,74.217,120.41,0.34657,80.854,49.288,2586.0,25.107,48.738,3065.0,22.608,72.686,387.44,330.89,94.995,77.039,31.201,9.1957,25.398,6.7774,19.909,1.707,31.675,14.202,22.879,1.1856,20.577,2.3086,4.8571,2.3357,0.026746,0.9326,0.097933,54.55,43.995,62.385,50.996,91.191,54.752,19.074,43.128,36.004,43.614,99.949,40.478,19.863
1195.0,0.96885,3619.4,4265.4,8.4804,26.961,42.753,2657.6,74.323,120.4,0.34182,80.622,49.001,2583.4,26.287,50.707,3065.6,23.645,72.709,388.05,331.14,95.008,76.683,31.49,9.0639,25.235,7.0008,20.301,1.7448,31.899,14.195,22.645,1.1718,20.263,2.3614,4.8988,2.3543,0.026746,0.9326,0.097933,54.55,43.995,63.512,51.928,95.637,56.589,19.151,41.748,35.159,48.171,99.808,39.823,17.406
1196.0,0.9707,3639.4,4315.6,8.673,26.454,42.377,2659.1,73.402,120.46,0.34155,80.737,49.884,2585.9,25.096,49.83,3066.2,23.079,72.678,384.86,331.97,94.656,77.005,31.49,9.0639,25.235,7.0008,20.301,1.7448,31.899,14.195,22.645,1.1718,20.263,2.3614,4.8988,2.3543,0.030563,0.90038,0.10736,53.721,43.664,63.168,51.328,95.455,58.826,18.959,41.781,37.76,46.141,100.2,41.84,18.701
1197.0,0.95222,3579.5,4291.6,8.7002,26.861,42.776,2658.3,74.075,120.38,0.34301,80.596,49.834,2584.9,25.563,50.254,3063.3,22.855,72.663,386.14,333.32,95.022,77.152,31.934,9.2532,25.002,6.9419,19.325,1.6765,32.282,14.352,22.804,1.2969,20.222,2.3443,4.9962,2.3081,0.030563,0.90038,0.10736,53.721,43.664,62.232,50.431,93.492,57.449,19.65,41.969,37.612,47.121,100.02,39.247,19.2
1198.0,0.9513,3599.7,4230.6,8.6459,27.184,42.181,2661.7,73.133,120.45,0.34729,80.704,51.533,2587.3,25.118,49.78,3064.4,23.064,72.623,387.18,334.55,94.742,77.253,31.934,9.2532,25.002,6.9419,19.325,1.6765,32.282,14.352,22.804,1.2969,20.222,2.3443,4.9962,2.3081,0.030563,0.90038,0.10736,53.721,43.664,61.883,51.162,93.582,57.068,19.9,41.447,42.613,46.025,99.955,41.038,18.664
